SA3_CODE_2021,Age_yr_1_M,Age_yr_1_F,Age_yr_1_P,Age_yr_2_M,Age_yr_2_F,Age_yr_2_P,Age_yr_5_M,Age_yr_5_F,Age_yr_5_P
19797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19999,55.0,46.0,101.0,50.0,37.0,95.0,39.0,44.0,86.0
20101,654.0,651.0,1308.0,668.0,661.0,1326.0,817.0,711.0,1528.0
20102,133.0,117.0,249.0,125.0,166.0,293.0,137.0,160.0,296.0
20103,102.0,103.0,207.0,109.0,130.0,239.0,148.0,134.0,281.0
20201,633.0,589.0,1223.0,615.0,610.0,1225.0,649.0,670.0,1317.0
20202,249.0,216.0,463.0,254.0,230.0,478.0,284.0,311.0,594.0
20203,50.0,59.0,111.0,69.0,44.0,115.0,56.0,59.0,117.0
20301,154.0,128.0,275.0,132.0,141.0,267.0,185.0,197.0,381.0
20302,1303.0,1203.0,2503.0,1231.0,1199.0,2435.0,1291.0,1236.0,2527.0
20303,460.0,471.0,932.0,552.0,517.0,1064.0,604.0,539.0,1139.0
20401,278.0,248.0,525.0,272.0,296.0,568.0,300.0,296.0,591.0
20402,240.0,222.0,455.0,220.0,248.0,467.0,256.0,237.0,496.0
20403,420.0,392.0,810.0,450.0,406.0,858.0,472.0,446.0,921.0
20501,334.0,351.0,684.0,343.0,372.0,710.0,381.0,372.0,762.0
20502,207.0,200.0,405.0,234.0,222.0,454.0,281.0,255.0,536.0
20503,295.0,291.0,593.0,326.0,316.0,644.0,386.0,363.0,747.0
20504,447.0,409.0,858.0,410.0,385.0,796.0,510.0,406.0,915.0
20505,238.0,213.0,454.0,242.0,256.0,503.0,274.0,231.0,509.0
20601,438.0,443.0,876.0,416.0,399.0,813.0,379.0,410.0,792.0
20602,289.0,250.0,538.0,252.0,249.0,507.0,240.0,267.0,503.0
20603,349.0,296.0,648.0,336.0,303.0,633.0,377.0,355.0,732.0
20604,503.0,465.0,961.0,431.0,407.0,835.0,344.0,376.0,715.0
20605,449.0,430.0,878.0,396.0,405.0,810.0,398.0,418.0,814.0
20606,215.0,221.0,432.0,177.0,198.0,375.0,184.0,178.0,365.0
20607,389.0,402.0,791.0,354.0,344.0,696.0,320.0,326.0,650.0
20701,626.0,608.0,1234.0,674.0,626.0,1301.0,795.0,789.0,1578.0
20702,456.0,446.0,900.0,430.0,455.0,888.0,581.0,523.0,1106.0
20703,467.0,414.0,883.0,452.0,438.0,886.0,554.0,501.0,1052.0
20801,387.0,408.0,790.0,469.0,433.0,900.0,565.0,530.0,1094.0
20802,814.0,738.0,1558.0,798.0,790.0,1587.0,923.0,870.0,1796.0
20803,707.0,675.0,1372.0,707.0,630.0,1335.0,764.0,722.0,1487.0
20804,168.0,175.0,346.0,199.0,179.0,373.0,187.0,196.0,388.0
20901,708.0,647.0,1351.0,690.0,670.0,1363.0,773.0,752.0,1523.0
20902,552.0,512.0,1067.0,574.0,511.0,1087.0,499.0,468.0,966.0
20903,312.0,332.0,649.0,348.0,347.0,690.0,390.0,399.0,790.0
20904,1894.0,1788.0,3683.0,1931.0,1803.0,3726.0,2084.0,1987.0,4072.0
21001,340.0,298.0,640.0,327.0,294.0,624.0,392.0,384.0,768.0
21002,186.0,191.0,371.0,221.0,202.0,424.0,296.0,251.0,547.0
21003,613.0,550.0,1161.0,560.0,557.0,1116.0,550.0,508.0,1062.0
21004,277.0,282.0,556.0,310.0,314.0,619.0,307.0,292.0,601.0
21005,1728.0,1582.0,3305.0,1684.0,1580.0,3263.0,1688.0,1599.0,3284.0
21101,837.0,846.0,1681.0,845.0,828.0,1671.0,971.0,921.0,1897.0
21102,91.0,83.0,170.0,100.0,112.0,215.0,139.0,135.0,271.0
21103,684.0,676.0,1363.0,678.0,658.0,1338.0,743.0,666.0,1414.0
21104,308.0,313.0,620.0,304.0,281.0,586.0,332.0,338.0,678.0
21105,911.0,837.0,1747.0,1011.0,904.0,1917.0,1015.0,970.0,1980.0
21201,897.0,892.0,1788.0,924.0,909.0,1838.0,984.0,947.0,1926.0
21202,781.0,783.0,1568.0,831.0,780.0,1605.0,942.0,939.0,1880.0
21203,2030.0,1856.0,3891.0,1948.0,1952.0,3899.0,2114.0,2028.0,4136.0
21204,1164.0,1068.0,2228.0,1209.0,1200.0,2405.0,1220.0,1036.0,2260.0
21205,853.0,780.0,1629.0,798.0,737.0,1539.0,1014.0,893.0,1907.0
21301,1099.0,1051.0,2156.0,1104.0,1021.0,2120.0,1191.0,1068.0,2260.0
21302,577.0,508.0,1086.0,580.0,567.0,1145.0,580.0,564.0,1140.0
21303,532.0,490.0,1026.0,524.0,484.0,1013.0,525.0,411.0,936.0
21304,1570.0,1458.0,3029.0,1705.0,1524.0,3223.0,1720.0,1668.0,3388.0
21305,2758.0,2564.0,5322.0,2713.0,2551.0,5261.0,2955.0,2704.0,5666.0
21401,892.0,910.0,1800.0,863.0,808.0,1666.0,954.0,832.0,1789.0
21402,807.0,760.0,1565.0,804.0,759.0,1558.0,881.0,838.0,1721.0
21501,297.0,299.0,593.0,322.0,299.0,624.0,342.0,308.0,648.0
21502,332.0,306.0,640.0,318.0,336.0,647.0,361.0,377.0,743.0
21503,222.0,205.0,423.0,198.0,229.0,431.0,227.0,210.0,441.0
21601,203.0,204.0,398.0,187.0,192.0,380.0,217.0,198.0,420.0
21602,162.0,144.0,300.0,143.0,154.0,302.0,193.0,137.0,331.0
21603,446.0,381.0,825.0,416.0,392.0,808.0,476.0,438.0,911.0
21701,195.0,178.0,370.0,184.0,169.0,351.0,196.0,190.0,391.0
21703,188.0,201.0,386.0,203.0,173.0,377.0,209.0,214.0,419.0
21704,286.0,264.0,546.0,276.0,276.0,547.0,325.0,316.0,634.0
29797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29999,45.0,36.0,77.0,49.0,50.0,100.0,39.0,36.0,79.0
30101,381.0,398.0,786.0,431.0,385.0,818.0,501.0,433.0,937.0
30102,437.0,433.0,870.0,464.0,418.0,888.0,539.0,491.0,1032.0
30103,420.0,445.0,867.0,448.0,428.0,875.0,541.0,477.0,1018.0
30201,265.0,283.0,547.0,297.0,274.0,574.0,308.0,311.0,615.0
30202,478.0,427.0,906.0,457.0,398.0,861.0,479.0,425.0,907.0
30203,274.0,233.0,511.0,264.0,236.0,500.0,228.0,245.0,472.0
30204,372.0,381.0,753.0,386.0,351.0,731.0,431.0,374.0,799.0
30301,342.0,316.0,657.0,349.0,305.0,659.0,313.0,357.0,670.0
30302,450.0,389.0,843.0,403.0,373.0,779.0,399.0,380.0,781.0
30303,454.0,436.0,891.0,443.0,413.0,858.0,479.0,523.0,998.0
30304,230.0,217.0,450.0,255.0,240.0,497.0,285.0,250.0,529.0
30305,508.0,471.0,976.0,488.0,503.0,989.0,536.0,515.0,1049.0
30306,305.0,291.0,592.0,299.0,286.0,585.0,324.0,328.0,654.0
30401,167.0,152.0,315.0,187.0,158.0,347.0,216.0,181.0,397.0
30402,220.0,197.0,413.0,205.0,255.0,456.0,312.0,332.0,647.0
30403,231.0,223.0,453.0,227.0,208.0,432.0,288.0,322.0,608.0
30404,330.0,282.0,615.0,343.0,330.0,665.0,375.0,360.0,733.0
30501,246.0,261.0,508.0,236.0,223.0,455.0,214.0,233.0,446.0
30502,267.0,234.0,496.0,270.0,225.0,495.0,253.0,256.0,509.0
30503,438.0,397.0,836.0,470.0,415.0,887.0,485.0,465.0,954.0
30504,261.0,283.0,541.0,312.0,301.0,609.0,317.0,341.0,662.0
30601,294.0,285.0,581.0,281.0,317.0,597.0,355.0,349.0,710.0
30602,635.0,605.0,1238.0,561.0,585.0,1143.0,655.0,633.0,1291.0
30603,185.0,166.0,349.0,215.0,194.0,407.0,225.0,192.0,415.0
30604,39.0,49.0,95.0,52.0,53.0,101.0,63.0,66.0,132.0
30605,214.0,176.0,397.0,200.0,173.0,374.0,234.0,222.0,449.0
30701,290.0,312.0,608.0,339.0,264.0,600.0,302.0,301.0,604.0
30702,279.0,230.0,507.0,261.0,255.0,517.0,291.0,271.0,561.0
30703,205.0,183.0,385.0,208.0,177.0,384.0,229.0,244.0,472.0
30801,235.0,224.0,460.0,212.0,213.0,421.0,250.0,245.0,492.0
30803,767.0,648.0,1415.0,698.0,657.0,1354.0,753.0,759.0,1512.0
30804,80.0,87.0,168.0,94.0,107.0,198.0,96.0,105.0,203.0
30805,403.0,381.0,784.0,387.0,415.0,802.0,457.0,451.0,909.0
30901,334.0,284.0,620.0,297.0,253.0,553.0,332.0,307.0,640.0
30902,314.0,274.0,586.0,320.0,283.0,603.0,333.0,332.0,661.0
30903,319.0,258.0,574.0,300.0,278.0,572.0,304.0,284.0,591.0
30904,102.0,106.0,209.0,97.0,79.0,176.0,137.0,99.0,237.0
30905,198.0,183.0,378.0,204.0,201.0,403.0,271.0,278.0,545.0
30906,382.0,398.0,771.0,419.0,406.0,814.0,471.0,438.0,906.0
30907,1162.0,1123.0,2278.0,1206.0,1124.0,2330.0,1257.0,1184.0,2444.0
30908,303.0,253.0,554.0,286.0,236.0,525.0,315.0,314.0,628.0
30909,268.0,253.0,522.0,258.0,283.0,538.0,302.0,266.0,569.0
30910,131.0,141.0,271.0,147.0,154.0,295.0,168.0,141.0,303.0
31001,572.0,523.0,1093.0,647.0,495.0,1141.0,514.0,567.0,1087.0
31002,338.0,335.0,671.0,350.0,329.0,686.0,379.0,381.0,760.0
31003,786.0,751.0,1534.0,803.0,751.0,1557.0,833.0,831.0,1663.0
31004,893.0,919.0,1817.0,963.0,922.0,1880.0,1008.0,946.0,1957.0
31101,73.0,77.0,150.0,73.0,82.0,151.0,93.0,85.0,176.0
31102,310.0,315.0,624.0,317.0,308.0,627.0,328.0,315.0,639.0
31103,740.0,754.0,1486.0,753.0,738.0,1487.0,782.0,699.0,1479.0
31104,513.0,452.0,967.0,512.0,473.0,985.0,506.0,531.0,1035.0
31105,397.0,422.0,821.0,407.0,461.0,867.0,442.0,438.0,879.0
31106,531.0,523.0,1056.0,537.0,549.0,1087.0,593.0,567.0,1159.0
31201,234.0,234.0,468.0,258.0,238.0,494.0,269.0,238.0,508.0
31202,798.0,726.0,1523.0,764.0,719.0,1488.0,816.0,813.0,1626.0
31203,131.0,121.0,253.0,104.0,109.0,213.0,131.0,119.0,253.0
31301,81.0,93.0,176.0,104.0,106.0,206.0,131.0,125.0,261.0
31302,559.0,525.0,1087.0,602.0,553.0,1155.0,551.0,549.0,1099.0
31303,71.0,55.0,130.0,84.0,78.0,160.0,75.0,78.0,149.0
31304,437.0,398.0,841.0,431.0,424.0,852.0,482.0,451.0,932.0
31305,271.0,253.0,523.0,288.0,253.0,535.0,299.0,315.0,613.0
31401,481.0,457.0,936.0,510.0,500.0,1006.0,648.0,596.0,1241.0
31402,764.0,625.0,1395.0,717.0,686.0,1406.0,773.0,709.0,1484.0
31403,251.0,249.0,503.0,301.0,240.0,540.0,279.0,262.0,536.0
31501,304.0,260.0,562.0,282.0,236.0,515.0,281.0,267.0,549.0
31502,282.0,204.0,492.0,266.0,230.0,489.0,250.0,248.0,493.0
31503,97.0,92.0,193.0,114.0,94.0,201.0,113.0,112.0,226.0
31601,263.0,272.0,541.0,318.0,277.0,599.0,361.0,381.0,738.0
31602,479.0,436.0,914.0,486.0,437.0,918.0,543.0,493.0,1035.0
31603,273.0,236.0,509.0,280.0,274.0,552.0,306.0,259.0,569.0
31605,199.0,170.0,364.0,215.0,176.0,389.0,270.0,231.0,501.0
