State,SA3_Code,SA3_Name,Age Group,% DTP,% Polio,% HIB,% HEP,% MMR,% Pneumo,% MenC,% Varicella,% Fully
WA,50101,Augusta - Margaret River - Busselton,1 Year olds,82.3633157,82.3633157,82.3633157,83.95061728,0,85.53791887,0,0,82.18694885
WA,50102,Bunbury,1 Year olds,87.24534987,87.15677591,87.15677591,89.54827281,0,90.8768822,0,0,86.62533215
WA,50103,Manjimup,1 Year olds,83.02752294,83.02752294,83.02752294,85.77981651,0,86.69724771,0,0,83.02752294
WA,50201,Mandurah,1 Year olds,88.85844749,88.85844749,88.76712329,92.05479452,0,92.96803653,0,0,88.67579909
WA,50301,Cottesloe - Claremont,1 Year olds,94.75890985,94.75890985,94.54926625,95.17819706,0,93.71069182,0,0,92.66247379
WA,50302,Perth City,1 Year olds,93.98663697,93.98663697,93.98663697,95.10022272,0,95.99109131,0,0,93.54120267
WA,50401,Bayswater - Bassendean,1 Year olds,93.64583333,93.54166667,93.54166667,94.27083333,0,94.79166667,0,0,93.22916667
WA,50402,Mundaring,1 Year olds,87.05882353,87.05882353,87.05882353,88.70588235,0,89.88235294,0,0,87.05882353
WA,50403,Swan,1 Year olds,91.83147034,91.74548581,91.61650903,93.55116079,0,94.75494411,0,0,91.35855546
WA,50501,Joondalup,1 Year olds,90.72632944,90.72632944,90.72632944,91.24513619,0,92.60700389,0,0,90.14267185
WA,50502,Stirling,1 Year olds,92.73229071,92.73229071,92.59429623,93.14627415,0,94.48022079,0,0,92.45630175
WA,50503,Wanneroo,1 Year olds,90.86924763,90.86924763,90.79620161,91.45361578,0,92.95105917,0,0,90.24835646
WA,50601,Armadale,1 Year olds,91.75824176,91.62087912,91.48351648,93.68131868,0,94.64285714,0,0,91.20879121
WA,50602,Belmont - Victoria Park,1 Year olds,92.2985782,92.2985782,92.2985782,93.72037915,0,95.14218009,0,0,92.18009479
WA,50603,Canning,1 Year olds,93.03322615,92.92604502,92.92604502,94.21221865,0,94.9624866,0,0,92.39013934
WA,50604,Gosnells,1 Year olds,90.34436192,90.34436192,90.20931803,92.77515192,0,93.72045915,0,0,89.66914247
WA,50605,Kalamunda,1 Year olds,91.31832797,91.31832797,91.47909968,92.76527331,0,94.37299035,0,0,91.31832797
WA,50606,Serpentine - Jarrahdale,1 Year olds,88.6654479,88.6654479,88.6654479,90.67641682,0,92.32175503,0,0,88.48263254
WA,50607,South Perth,1 Year olds,92.41982507,92.41982507,92.12827988,93.29446064,0,93.58600583,0,0,91.83673469
WA,50701,Cockburn,1 Year olds,91.87208528,91.87208528,91.80546302,92.93804131,0,93.80413058,0,0,91.60559627
WA,50702,Fremantle,1 Year olds,92.09486166,92.09486166,92.09486166,93.47826087,0,95.256917,0,0,91.30434783
WA,50703,Kwinana,1 Year olds,92.45810056,92.31843575,92.31843575,93.8547486,0,94.97206704,0,0,91.75977654
WA,50704,Melville,1 Year olds,92.03821656,92.03821656,91.93205945,93.41825902,0,94.16135881,0,0,91.507431
WA,50705,Rockingham,1 Year olds,90.36697248,90.36697248,90.36697248,91.22706422,0,92.48853211,0,0,90.19495413
WA,50801,Esperance,1 Year olds,NP,NP,NP,NP,NP,NP,NP,NP,NP
WA,50802,Gascoyne,1 Year olds,NP,NP,NP,NP,NP,NP,NP,NP,NP
WA,50803,Goldfields,1 Year olds,NP,NP,NP,NP,NP,NP,NP,NP,NP
WA,50804,Kimberley,1 Year olds,NP,NP,NP,NP,NP,NP,NP,NP,NP
WA,50805,Mid West,1 Year olds,NP,NP,NP,NP,NP,NP,NP,NP,NP
WA,50806,Pilbara,1 Year olds,NP,NP,NP,NP,NP,NP,NP,NP,NP
WA,50901,Albany,1 Year olds,89.64401294,89.48220065,89.48220065,90.12944984,0,91.90938511,0,0,89.15857605
WA,50902,Wheat Belt - North,1 Year olds,90.05328597,90.05328597,90.05328597,90.94138544,0,91.47424512,0,0,90.05328597
WA,50903,Wheat Belt - South,1 Year olds,94.84536082,94.84536082,94.84536082,94.84536082,0,96.39175258,0,0,94.84536082
WA,51001,Kimberley,1 Year olds,91.54929577,91.54929577,91.34808853,93.36016097,0,94.76861167,0,0,91.34808853
WA,51002,East Pilbara,1 Year olds,85.48895899,85.48895899,85.48895899,88.64353312,0,90.85173502,0,0,85.17350158
WA,51003,West Pilbara,1 Year olds,85.97701149,85.97701149,85.97701149,89.42528736,0,91.03448276,0,0,85.97701149
WA,51101,Esperance,1 Year olds,90.38461538,90.38461538,90.38461538,92.30769231,0,94.87179487,0,0,90.38461538
WA,51102,Gascoyne,1 Year olds,76.92307692,76.92307692,76.92307692,86.81318681,0,89.01098901,0,0,76.92307692
WA,51103,Goldfields,1 Year olds,89.20570265,89.20570265,89.20570265,92.05702648,0,95.11201629,0,0,88.79837067
WA,51104,Mid West,1 Year olds,86.04269294,86.04269294,86.04269294,89.32676519,0,90.64039409,0,0,85.38587849
WA,90101,Christmas Island,1 Year olds,NP,NP,NP,NP,NP,NP,NP,NP,NP
WA,90102,Cocos (Keeling) Islands,1 Year olds,NP,NP,NP,NP,NP,NP,NP,NP,NP
WA,NM,Not mapped,2 Year olds,NP,NP,NP,NP,NP,NP,NP,NP,NP
WA,50101,Augusta - Margaret River - Busselton,2 Year olds,82.02995008,88.68552413,85.3577371,89.18469218,83.02828619,86.18968386,87.68718802,82.86189684,80.69883527
WA,50102,Bunbury,2 Year olds,85.54216867,93.11531842,87.95180723,93.71772806,86.31669535,90.70567986,91.39414802,86.31669535,84.3373494
WA,50103,Manjimup,2 Year olds,83.56164384,88.12785388,84.01826484,89.49771689,83.56164384,86.75799087,86.30136986,83.10502283,81.27853881
WA,50201,Mandurah,2 Year olds,86.80033417,92.23057644,88.053467,92.5647452,87.38512949,90.55973266,92.14703425,87.55221387,86.04845447
WA,50301,Cottesloe - Claremont,2 Year olds,90.85714286,94.28571429,91.80952381,94.47619048,91.23809524,92.57142857,93.52380952,91.23809524,88.95238095
WA,50302,Perth City,2 Year olds,90.68062827,94.76439791,92.35602094,95.07853403,91.09947644,92.56544503,92.67015707,91.51832461,88.69109948
WA,50401,Bayswater - Bassendean,2 Year olds,91.91489362,96.06382979,93.40425532,96.4893617,92.65957447,95.21276596,95.31914894,93.08510638,90.10638298
WA,50402,Mundaring,2 Year olds,85.87962963,91.89814815,88.19444444,93.05555556,86.34259259,90.27777778,90.74074074,86.34259259,85.64814815
WA,50403,Swan,2 Year olds,89.42675159,95.15923567,91.507431,95.71125265,90.48832272,93.75796178,94.0552017,90.44585987,88.45010616
WA,50501,Joondalup,2 Year olds,90.36287924,93.99167162,91.61213563,93.99167162,90.89827484,92.20701963,93.33729923,90.95776324,88.75669244
WA,50502,Stirling,2 Year olds,91.52471957,95.55463232,93.06190278,95.80390528,91.56626506,94.22517657,94.599086,91.69090154,90.07062734
WA,50503,Wanneroo,2 Year olds,89.91537377,94.42877292,91.04372355,94.35825106,90.23272214,92.70098731,93.33568406,90.26798307,88.61071932
WA,50601,Armadale,2 Year olds,90.06044325,94.56010745,91.13498993,95.03022163,90.46339825,93.48556078,94.42578912,90.46339825,88.3143049
WA,50602,Belmont - Victoria Park,2 Year olds,90.38004751,94.65558195,91.80522565,95.01187648,90.26128266,92.99287411,93.58669834,90.85510689,88.47980998
WA,50603,Canning,2 Year olds,91.30434783,95.65217391,92.64214047,95.76365663,90.96989967,94.20289855,93.75696767,91.75027871,89.18617614
WA,50604,Gosnells,2 Year olds,89.31195725,94.92317969,91.18236473,95.59118236,89.97995992,93.38677355,93.72077488,90.11356045,88.04275217
WA,50605,Kalamunda,2 Year olds,87.94642857,92.41071429,89.28571429,92.70833333,88.83928571,90.77380952,91.81547619,88.98809524,87.79761905
WA,50606,Serpentine - Jarrahdale,2 Year olds,90.36363636,96,91.63636364,96.54545455,90.54545455,94,94,90.54545455,89.09090909
WA,50607,South Perth,2 Year olds,91.57608696,95.38043478,92.93478261,95.38043478,91.84782609,92.93478261,94.02173913,92.11956522,89.67391304
WA,50701,Cockburn,2 Year olds,90.41878173,94.86040609,91.68781726,95.3680203,90.35532995,93.27411168,94.22588832,90.79949239,88.95939086
WA,50702,Fremantle,2 Year olds,87.83783784,94.59459459,91.66666667,94.81981982,89.18918919,91.66666667,93.69369369,89.18918919,85.81081081
WA,50703,Kwinana,2 Year olds,90.56122449,95.66326531,92.09183673,95.91836735,91.83673469,94.13265306,95.91836735,91.83673469,89.66836735
WA,50704,Melville,2 Year olds,92.48120301,95.70354458,93.12567132,95.91836735,92.80343716,94.52201933,94.84425349,92.48120301,90.87003222
WA,50705,Rockingham,2 Year olds,86.97318008,92.93924466,89.16256158,93.37712096,87.79419814,90.58565955,91.46141215,88.1773399,85.49534756
WA,50801,Esperance,2 Year olds,NP,NP,NP,NP,NP,NP,NP,NP,NP
WA,50802,Gascoyne,2 Year olds,NP,NP,NP,NP,NP,NP,NP,NP,NP
WA,50803,Goldfields,2 Year olds,NP,NP,NP,NP,NP,NP,NP,NP,NP
WA,50804,Kimberley,2 Year olds,NP,NP,NP,NP,NP,NP,NP,NP,NP
WA,50805,Mid West,2 Year olds,NP,NP,NP,NP,NP,NP,NP,NP,NP
WA,50806,Pilbara,2 Year olds,NP,NP,NP,NP,NP,NP,NP,NP,NP
WA,50901,Albany,2 Year olds,86.53250774,92.10526316,87.92569659,91.9504644,86.6873065,90.40247678,91.02167183,86.99690402,85.44891641
WA,50902,Wheat Belt - North,2 Year olds,88.79598662,93.81270903,90.30100334,94.31438127,90.30100334,92.64214047,92.97658863,90.13377926,88.46153846
WA,50903,Wheat Belt - South,2 Year olds,96.0591133,97.53694581,96.0591133,97.04433498,95.56650246,97.53694581,97.04433498,96.55172414,92.61083744
WA,51001,Kimberley,2 Year olds,90.40816327,97.14285714,93.46938776,97.14285714,91.83673469,96.73469388,95.91836735,92.24489796,88.36734694
WA,51002,East Pilbara,2 Year olds,86.87150838,93.8547486,90.5027933,94.41340782,89.38547486,93.01675978,93.29608939,90.5027933,84.07821229
WA,51003,West Pilbara,2 Year olds,82.66129032,92.54032258,85.28225806,92.74193548,83.66935484,91.12903226,91.73387097,83.46774194,81.85483871
WA,51101,Esperance,2 Year olds,89.34911243,94.08284024,91.71597633,94.67455621,89.9408284,91.71597633,94.08284024,90.53254438,87.5739645
WA,51102,Gascoyne,2 Year olds,79.61165049,89.32038835,82.52427184,88.34951456,78.6407767,85.4368932,84.46601942,80.58252427,74.75728155
WA,51103,Goldfields,2 Year olds,86.55462185,94.95798319,90.54621849,95.58823529,88.65546218,93.06722689,93.90756303,88.65546218,84.45378151
WA,51104,Mid West,2 Year olds,87.41610738,94.12751678,89.76510067,94.63087248,88.59060403,93.62416107,94.79865772,88.59060403,85.73825503
WA,90101,Christmas Island,2 Year olds,NP,NP,NP,NP,NP,NP,NP,NP,NP
WA,90102,Cocos (Keeling) Islands,2 Year olds,NP,NP,NP,NP,NP,NP,NP,NP,NP
WA,NM,Not mapped,5 Year olds,NP,NP,NP,NP,NP,NP,NP,NP,NP
WA,50101,Augusta - Margaret River - Busselton,5 Year olds,86.88293371,87.72919605,0,0,0,0,0,0,86.88293371
WA,50102,Bunbury,5 Year olds,91.06449106,91.21989122,0,0,0,0,0,0,90.98679099
WA,50103,Manjimup,5 Year olds,84.61538462,84.16289593,0,0,0,0,0,0,84.16289593
WA,50201,Mandurah,5 Year olds,90.07874016,90,0,0,0,0,0,0,89.76377953
WA,50301,Cottesloe - Claremont,5 Year olds,94.75308642,94.90740741,0,0,0,0,0,0,94.59876543
WA,50302,Perth City,5 Year olds,91.2745098,91.76470588,0,0,0,0,0,0,91.17647059
WA,50401,Bayswater - Bassendean,5 Year olds,93.68213228,93.68213228,0,0,0,0,0,0,93.38598223
WA,50402,Mundaring,5 Year olds,90.98532495,90.56603774,0,0,0,0,0,0,90.14675052
WA,50403,Swan,5 Year olds,92.08835341,92.00803213,0,0,0,0,0,0,91.8875502
WA,50501,Joondalup,5 Year olds,91.96383727,92.01406328,0,0,0,0,0,0,91.66248117
WA,50502,Stirling,5 Year olds,92.56360078,92.56360078,0,0,0,0,0,0,92.32876712
WA,50503,Wanneroo,5 Year olds,92.70535997,92.48334919,0,0,0,0,0,0,92.29305423
WA,50601,Armadale,5 Year olds,93.34875651,93.40659341,0,0,0,0,0,0,93.11740891
WA,50602,Belmont - Victoria Park,5 Year olds,92.09580838,91.9760479,0,0,0,0,0,0,91.73652695
WA,50603,Canning,5 Year olds,94.76534296,94.76534296,0,0,0,0,0,0,94.40433213
WA,50604,Gosnells,5 Year olds,93.07095344,93.07095344,0,0,0,0,0,0,92.68292683
WA,50605,Kalamunda,5 Year olds,92.20963173,92.49291785,0,0,0,0,0,0,92.06798867
WA,50606,Serpentine - Jarrahdale,5 Year olds,92.01877934,91.86228482,0,0,0,0,0,0,91.7057903
WA,50607,South Perth,5 Year olds,92.74611399,93.00518135,0,0,0,0,0,0,92.74611399
WA,50701,Cockburn,5 Year olds,91.21621622,91.09336609,0,0,0,0,0,0,90.97051597
WA,50702,Fremantle,5 Year olds,92.54807692,92.54807692,0,0,0,0,0,0,92.54807692
WA,50703,Kwinana,5 Year olds,95.07803121,95.07803121,0,0,0,0,0,0,94.95798319
WA,50704,Melville,5 Year olds,93.54026846,93.54026846,0,0,0,0,0,0,93.37248322
WA,50705,Rockingham,5 Year olds,92.03036053,91.93548387,0,0,0,0,0,0,91.84060721
WA,50801,Esperance,5 Year olds,NP,NP,NP,NP,NP,NP,NP,NP,NP
WA,50802,Gascoyne,5 Year olds,NP,NP,NP,NP,NP,NP,NP,NP,NP
WA,50803,Goldfields,5 Year olds,NP,NP,NP,NP,NP,NP,NP,NP,NP
WA,50804,Kimberley,5 Year olds,NP,NP,NP,NP,NP,NP,NP,NP,NP
WA,50805,Mid West,5 Year olds,NP,NP,NP,NP,NP,NP,NP,NP,NP
WA,50806,Pilbara,5 Year olds,NP,NP,NP,NP,NP,NP,NP,NP,NP
WA,50901,Albany,5 Year olds,88.07854137,87.93828892,0,0,0,0,0,0,87.79803647
WA,50902,Wheat Belt - North,5 Year olds,92.15070644,91.99372057,0,0,0,0,0,0,91.99372057
WA,50903,Wheat Belt - South,5 Year olds,94.30894309,93.90243902,0,0,0,0,0,0,93.90243902
WA,51001,Kimberley,5 Year olds,95.98393574,95.78313253,0,0,0,0,0,0,95.3815261
WA,51002,East Pilbara,5 Year olds,90.57591623,90.05235602,0,0,0,0,0,0,89.79057592
WA,51003,West Pilbara,5 Year olds,89.70037453,89.3258427,0,0,0,0,0,0,89.3258427
WA,51101,Esperance,5 Year olds,92.61363636,92.61363636,0,0,0,0,0,0,92.61363636
WA,51102,Gascoyne,5 Year olds,90.19607843,91.17647059,0,0,0,0,0,0,90.19607843
WA,51103,Goldfields,5 Year olds,93.35793358,93.54243542,0,0,0,0,0,0,93.17343173
WA,51104,Mid West,5 Year olds,92.27467811,92.27467811,0,0,0,0,0,0,91.98855508
WA,90101,Christmas Island,5 Year olds,NP,NP,NP,NP,NP,NP,NP,NP,NP
WA,90102,Cocos (Keeling) Islands,5 Year olds,NP,NP,NP,NP,NP,NP,NP,NP,NP
