State,SA3_Code,SA3_Name,Age Group,% DTP,% Polio,% HIB,% HEP,% MMR,% Pneumo,% MenC,% Varicella,% Fully
ACT,NM,Not mapped,1 Year olds,NP,NP,NP,NP,NP,NP,NP,NP,NP
ACT,80101,Belconnen,1 Year olds,95.93998235,95.85172109,95.85172109,96.46954987,0,96.55781112,0,0,95.58693733
ACT,80102,Cotter - Namadgi,1 Year olds,NP,NP,NP,NP,NP,NP,NP,NP,NP
ACT,80103,Canberra East,1 Year olds,NP,NP,NP,NP,NP,NP,NP,NP,NP
ACT,80104,Gungahlin,1 Year olds,95.25043178,95.25043178,95.16407599,96.02763385,0,96.20034542,0,0,94.90500864
ACT,80105,North Canberra,1 Year olds,96.0591133,96.30541872,95.81280788,96.79802956,0,97.04433498,0,0,95.56650246
ACT,80106,South Canberra,1 Year olds,97.2972973,96.84684685,96.84684685,98.1981982,0,98.1981982,0,0,96.3963964
ACT,80107,Tuggeranong,1 Year olds,95.29411765,95.29411765,95.29411765,95.83710407,0,95.6561086,0,0,94.9321267
ACT,80108,Weston Creek,1 Year olds,97.24409449,97.24409449,98.03149606,98.03149606,0,98.42519685,0,0,97.24409449
ACT,80109,Woden Valley,1 Year olds,92.36641221,91.85750636,91.85750636,93.63867684,0,93.38422392,0,0,90.58524173
ACT,80110,Molonglo,1 Year olds,97.05882353,97.05882353,96.69117647,97.79411765,0,98.16176471,0,0,95.95588235
ACT,80111,Uriarra - Namadgi,1 Year olds,NP,NP,NP,NP,NP,NP,NP,NP,NP
ACT,90103,Jervis Bay,1 Year olds,NP,NP,NP,NP,NP,NP,NP,NP,NP
ACT,NM,Not mapped,2 Year olds,NP,NP,NP,NP,NP,NP,NP,NP,NP
ACT,80101,Belconnen,2 Year olds,94.51585261,97.51499572,95.37275064,97.94344473,94.60154242,96.9151671,96.74378749,95.02999143,93.14481577
ACT,80102,Cotter - Namadgi,2 Year olds,NP,NP,NP,NP,NP,NP,NP,NP,NP
ACT,80103,Canberra East,2 Year olds,NP,NP,NP,NP,NP,NP,NP,NP,NP
ACT,80104,Gungahlin,2 Year olds,94.73684211,96.65831245,95.32163743,97.07602339,94.73684211,96.65831245,96.07351713,94.90392648,92.48120301
ACT,80105,North Canberra,2 Year olds,95.24940618,97.62470309,96.43705463,98.09976247,95.01187648,96.19952494,95.96199525,95.96199525,93.34916865
ACT,80106,South Canberra,2 Year olds,90.23255814,95.81395349,92.09302326,96.27906977,92.09302326,94.88372093,93.95348837,90.69767442,88.37209302
ACT,80107,Tuggeranong,2 Year olds,93.3396765,96.09895338,94.10085633,96.38439581,93.62511893,95.14747859,95.24262607,93.72026641,92.48334919
ACT,80108,Weston Creek,2 Year olds,94.25287356,96.16858238,94.25287356,96.16858238,94.25287356,95.40229885,95.40229885,94.25287356,93.48659004
ACT,80109,Woden Valley,2 Year olds,92.8,96.8,94.4,97.06666667,93.33333333,93.86666667,94.93333333,93.06666667,91.2
ACT,80110,Molonglo,2 Year olds,93.88489209,97.12230216,94.96402878,97.48201439,94.60431655,96.04316547,96.4028777,94.60431655,92.44604317
ACT,80111,Uriarra - Namadgi,2 Year olds,NP,NP,NP,NP,NP,NP,NP,NP,NP
ACT,90103,Jervis Bay,2 Year olds,NP,NP,NP,NP,NP,NP,NP,NP,NP
ACT,NM,Not mapped,5 Year olds,NP,NP,NP,NP,NP,NP,NP,NP,NP
ACT,80101,Belconnen,5 Year olds,95.05976096,95.53784861,0,0,0,0,0,0,95.05976096
ACT,80102,Cotter - Namadgi,5 Year olds,NP,NP,NP,NP,NP,NP,NP,NP,NP
ACT,80103,Canberra East,5 Year olds,NP,NP,NP,NP,NP,NP,NP,NP,NP
ACT,80104,Gungahlin,5 Year olds,96.50297619,96.65178571,0,0,0,0,0,0,96.35416667
ACT,80105,North Canberra,5 Year olds,92.96375267,93.81663113,0,0,0,0,0,0,92.96375267
ACT,80106,South Canberra,5 Year olds,89.92805755,91.00719424,0,0,0,0,0,0,89.56834532
ACT,80107,Tuggeranong,5 Year olds,95.54950045,95.36784741,0,0,0,0,0,0,95.27702089
ACT,80108,Weston Creek,5 Year olds,96.83098592,96.47887324,0,0,0,0,0,0,96.47887324
ACT,80109,Woden Valley,5 Year olds,90.57017544,91.22807018,0,0,0,0,0,0,90.57017544
ACT,80110,Molonglo,5 Year olds,95.47325103,95.88477366,0,0,0,0,0,0,95.47325103
ACT,80111,Uriarra - Namadgi,5 Year olds,NP,NP,NP,NP,NP,NP,NP,NP,NP
ACT,90103,Jervis Bay,5 Year olds,NP,NP,NP,NP,NP,NP,NP,NP,NP
NSW,NM,Not mapped,1 Year olds,NP,NP,NP,NP,NP,NP,NP,NP,NP
NSW,10101,Goulburn - Yass,1 Year olds,NP,NP,NP,NP,NP,NP,NP,NP,NP
NSW,10102,Queanbeyan,1 Year olds,95.01738123,94.90150637,94.78563152,95.5967555,0,96.06025492,0,0,94.66975666
NSW,10103,Snowy Mountains,1 Year olds,90.4494382,90.4494382,90.4494382,91.01123596,0,91.57303371,0,0,90.4494382
NSW,10104,South Coast,1 Year olds,89.36535163,89.36535163,89.36535163,91.42367067,0,91.25214408,0,0,89.02229846
NSW,10105,Goulburn - Mulwaree,1 Year olds,92.38095238,92.38095238,92.38095238,92.85714286,0,93.80952381,0,0,91.9047619
NSW,10106,Young - Yass,1 Year olds,95.05882353,95.05882353,95.05882353,95.52941176,0,95.05882353,0,0,94.35294118
NSW,10201,Gosford,1 Year olds,92.89017341,92.89017341,92.77456647,93.41040462,0,94.16184971,0,0,92.60115607
NSW,10202,Wyong,1 Year olds,93.08731809,93.03534304,92.93139293,93.45114345,0,94.28274428,0,0,92.77546778
NSW,10301,Bathurst,1 Year olds,95.15859766,95.15859766,95.15859766,96.32721202,0,95.8263773,0,0,94.65776294
NSW,10302,Lachlan Valley,1 Year olds,94.17322835,94.17322835,94.17322835,94.80314961,0,95.43307087,0,0,94.17322835
NSW,10303,Lithgow - Mudgee,1 Year olds,94.50101833,94.50101833,94.50101833,94.70468432,0,95.11201629,0,0,94.50101833
NSW,10304,Orange,1 Year olds,96.41434263,96.41434263,96.41434263,97.47675963,0,96.94555113,0,0,95.61752988
NSW,10401,Clarence Valley,1 Year olds,90.3030303,90.3030303,90.50505051,91.11111111,0,92.32323232,0,0,89.8989899
NSW,10402,Coffs Harbour,1 Year olds,88.74598071,88.63879957,88.53161844,90.03215434,0,90.88960343,0,0,87.99571275
NSW,10501,Bourke - Cobar - Coonamble,1 Year olds,93.75,93.75,93.75,97.1875,0,97.1875,0,0,93.75
NSW,10502,Broken Hill and Far West,1 Year olds,95.70815451,95.70815451,96.13733906,96.99570815,0,97.85407725,0,0,95.70815451
NSW,10503,Dubbo,1 Year olds,94.80651731,94.80651731,94.70468432,95.62118126,0,95.92668024,0,0,94.50101833
NSW,10601,Lower Hunter,1 Year olds,92.80898876,92.7340824,92.7340824,93.4082397,0,94.082397,0,0,92.58426966
NSW,10602,Maitland,1 Year olds,94.96,94.96,94.96,95.28,0,95.92,0,0,94.72
NSW,10603,Port Stephens,1 Year olds,90.26275116,90.26275116,90.26275116,91.80834621,0,91.3446677,0,0,90.10819165
NSW,10604,Upper Hunter,1 Year olds,95.54896142,95.54896142,95.54896142,96.73590504,0,97.32937685,0,0,95.54896142
NSW,10701,Dapto - Port Kembla,1 Year olds,92.32323232,92.42424242,92.22222222,93.73737374,0,94.14141414,0,0,92.02020202
NSW,10702,Illawarra Catchment Reserve,1 Year olds,NP,NP,NP,NP,NP,NP,NP,NP,NP
NSW,10703,Kiama - Shellharbour,1 Year olds,92.98701299,92.98701299,92.98701299,93.76623377,0,94.02597403,0,0,92.72727273
NSW,10704,Wollongong,1 Year olds,94.08560311,94.16342412,94.16342412,95.48638132,0,95.64202335,0,0,93.61867704
NSW,10801,Great Lakes,1 Year olds,88.37209302,88.37209302,88.37209302,88.8372093,0,89.76744186,0,0,87.90697674
NSW,10802,Kempsey - Nambucca,1 Year olds,85.82995951,85.82995951,85.82995951,88.66396761,0,88.66396761,0,0,85.42510121
NSW,10803,Lord Howe Island,1 Year olds,NP,NP,NP,NP,NP,NP,NP,NP,NP
NSW,10804,Port Macquarie,1 Year olds,91.60401003,91.60401003,91.60401003,92.60651629,0,92.48120301,0,0,91.10275689
NSW,10805,Taree - Gloucester,1 Year olds,91.24767225,91.24767225,91.06145251,91.62011173,0,91.62011173,0,0,90.68901304
NSW,10901,Albury,1 Year olds,91.11922141,91.11922141,91.11922141,91.11922141,0,92.33576642,0,0,90.51094891
NSW,10902,Lower Murray,1 Year olds,93.79310345,93.79310345,93.79310345,96.55172414,0,97.24137931,0,0,93.79310345
NSW,10903,Upper Murray exc. Albury,1 Year olds,94.6969697,94.6969697,94.6969697,94.94949495,0,94.94949495,0,0,94.6969697
NSW,11001,Armidale,1 Year olds,92.53333333,92.8,92.53333333,93.6,0,93.6,0,0,91.46666667
NSW,11002,Inverell - Tenterfield,1 Year olds,89.32038835,89.32038835,89.32038835,91.01941748,0,91.74757282,0,0,89.32038835
NSW,11003,Moree - Narrabri,1 Year olds,94.56193353,94.56193353,94.56193353,94.86404834,0,95.77039275,0,0,94.25981873
NSW,11004,Tamworth - Gunnedah,1 Year olds,94.68186135,94.68186135,94.68186135,95.82146249,0,96.2962963,0,0,94.39696106
NSW,11101,Lake Macquarie - East,1 Year olds,93.05993691,92.98107256,93.05993691,93.69085174,0,94.16403785,0,0,92.58675079
NSW,11102,Lake Macquarie - West,1 Year olds,92.21719457,92.21719457,92.21719457,92.39819005,0,92.66968326,0,0,91.76470588
NSW,11103,Newcastle,1 Year olds,94.90343348,94.90343348,94.6888412,95.27896996,0,95.81545064,0,0,94.25965665
NSW,11201,Richmond Valley - Coastal,1 Year olds,73.90745501,73.90745501,73.90745501,74.55012853,0,78.14910026,0,0,73.90745501
NSW,11202,Richmond Valley - Hinterland,1 Year olds,87.17598909,87.17598909,87.03956344,88.13096862,0,87.85811733,0,0,86.63028649
NSW,11203,Tweed Valley,1 Year olds,81.64627364,81.64627364,81.64627364,82.53615128,0,83.98220245,0,0,81.31256952
NSW,11301,Griffith - Murrumbidgee (West),1 Year olds,91.2836767,91.2836767,91.2836767,92.86846276,0,93.34389857,0,0,90.80824089
NSW,11302,Tumut - Tumbarumba,1 Year olds,92.85714286,92.85714286,92.85714286,93.57142857,0,95,0,0,92.85714286
NSW,11303,Wagga Wagga,1 Year olds,93.91159299,93.99499583,93.49457882,94.66221852,0,94.74562135,0,0,92.9941618
NSW,11401,Shoalhaven,1 Year olds,93.05689489,93.05689489,93.05689489,94.50337512,0,94.40694311,0,0,92.57473481
NSW,11402,Southern Highlands,1 Year olds,92.57731959,92.37113402,92.57731959,93.19587629,0,92.98969072,0,0,91.54639175
NSW,11501,Baulkham Hills,1 Year olds,94.45822994,94.45822994,94.29280397,94.95450786,0,95.11993383,0,0,93.79652605
NSW,11502,Dural - Wisemans Ferry,1 Year olds,86.17511521,86.17511521,86.17511521,88.47926267,0,88.47926267,0,0,86.17511521
NSW,11503,Hawkesbury,1 Year olds,92.30769231,92.30769231,91.92307692,92.30769231,0,93.46153846,0,0,91.92307692
NSW,11504,Rouse Hill - McGraths Hill,1 Year olds,95.25252525,95.25252525,95.05050505,96.26262626,0,96.96969697,0,0,94.94949495
NSW,11601,Blacktown,1 Year olds,94.32799014,94.32799014,94.20468557,95.4377312,0,95.62268804,0,0,93.52651048
NSW,11602,Blacktown - North,1 Year olds,95.74036511,95.74036511,95.53752535,96.75456389,0,96.79513185,0,0,95.17241379
NSW,11603,Mount Druitt,1 Year olds,90.69767442,90.63482087,90.63482087,93.40037712,0,93.58893777,0,0,90.19484601
NSW,11701,Botany,1 Year olds,92.26519337,92.26519337,92.26519337,93.37016575,0,94.29097606,0,0,92.08103131
NSW,11702,Marrickville - Sydenham - Petersham,1 Year olds,96.94793537,96.94793537,96.94793537,97.48653501,0,98.02513465,0,0,96.76840215
NSW,11703,Sydney Inner City,1 Year olds,94.62665736,94.62665736,94.7662247,95.39427774,0,96.02233077,0,0,94.20795534
NSW,11801,Eastern Suburbs - North,1 Year olds,93.15525876,93.15525876,93.07178631,93.8230384,0,94.07345576,0,0,92.23706177
NSW,11802,Eastern Suburbs - South,1 Year olds,93.55089355,93.55089355,93.31779332,93.93939394,0,94.17249417,0,0,92.77389277
NSW,11901,Bankstown,1 Year olds,85.50548112,85.50548112,85.54608201,87.454324,0,89.07835972,0,0,84.81526594
NSW,11902,Canterbury,1 Year olds,89.55823293,89.42436412,89.49129853,90.6291834,0,91.76706827,0,0,88.75502008
NSW,11903,Hurstville,1 Year olds,91.50326797,91.50326797,91.50326797,92.9038282,0,93.9309057,0,0,91.22315593
NSW,11904,Kogarah - Rockdale,1 Year olds,91.31968948,91.31968948,91.17854622,92.58997883,0,93.08398024,0,0,90.82568807
NSW,12001,Canada Bay,1 Year olds,94.98117942,94.98117942,94.47929737,95.23212045,0,95.10664994,0,0,93.60100376
NSW,12002,Leichhardt,1 Year olds,95.90163934,95.73770492,95.73770492,96.06557377,0,96.06557377,0,0,95.24590164
NSW,12003,Strathfield - Burwood - Ashfield,1 Year olds,93.36530775,93.36530775,93.04556355,94.16466827,0,94.64428457,0,0,92.32613909
NSW,12101,Chatswood - Lane Cove,1 Year olds,95.69049951,95.69049951,95.49461312,95.98432909,0,95.8863859,0,0,94.80901077
NSW,12102,Hornsby,1 Year olds,95.73863636,95.73863636,95.45454545,96.02272727,0,95.59659091,0,0,94.88636364
NSW,12103,Ku-ring-gai,1 Year olds,94.58689459,94.58689459,94.3019943,94.58689459,0,94.72934473,0,0,93.44729345
NSW,12104,North Sydney - Mosman,1 Year olds,95.54390564,95.54390564,95.54390564,96.59239843,0,96.33027523,0,0,95.15072084
NSW,12201,Manly,1 Year olds,92.85714286,92.61083744,93.10344828,93.10344828,0,93.59605911,0,0,91.87192118
NSW,12202,Pittwater,1 Year olds,92.64705882,92.64705882,92.64705882,92.85714286,0,92.85714286,0,0,92.64705882
NSW,12203,Warringah,1 Year olds,94.58728011,94.65493911,94.58728011,94.51962111,0,94.58728011,0,0,93.84303112
NSW,12301,Camden,1 Year olds,92.15116279,92.15116279,92.15116279,93.21705426,0,93.79844961,0,0,91.56976744
NSW,12302,Campbelltown (NSW),1 Year olds,90.33836119,90.33836119,90.29759478,91.88748471,0,92.37668161,0,0,89.80839788
NSW,12303,Wollondilly,1 Year olds,92.76773296,92.76773296,92.76773296,93.3240612,0,93.88038943,0,0,92.21140473
NSW,12401,Blue Mountains,1 Year olds,91.01978691,91.01978691,91.01978691,92.23744292,0,93.30289193,0,0,90.71537291
NSW,12403,Penrith,1 Year olds,92.92661362,92.92661362,92.92661362,94.38549956,0,94.87179487,0,0,92.74977896
NSW,12404,Richmond - Windsor,1 Year olds,94.76635514,94.57943925,94.76635514,95.3271028,0,95.51401869,0,0,94.39252336
NSW,12405,St Marys,1 Year olds,90.32648126,90.32648126,90.32648126,91.77750907,0,92.38210399,0,0,89.84280532
NSW,12501,Auburn,1 Year olds,90.4109589,90.4109589,90.3196347,91.96347032,0,91.78082192,0,0,89.7716895
NSW,12502,Carlingford,1 Year olds,94.00584795,94.00584795,93.85964912,94.59064327,0,94.88304094,0,0,93.12865497
NSW,12503,Merrylands - Guildford,1 Year olds,85.86956522,85.86956522,85.52173913,88.73913043,0,89.39130435,0,0,85.08695652
NSW,12504,Parramatta,1 Year olds,92.98352654,92.98352654,92.86150092,93.41061623,0,94.14276998,0,0,92.12934716
NSW,12601,Pennant Hills - Epping,1 Year olds,97.52747253,97.52747253,97.52747253,97.8021978,0,98.07692308,0,0,97.25274725
NSW,12602,Ryde - Hunters Hill,1 Year olds,96.43687064,96.43687064,96.35941131,96.66924864,0,96.35941131,0,0,95.6622773
NSW,12701,Bringelly - Green Valley,1 Year olds,90.30100334,90.30100334,90.18952062,91.89892233,0,92.34485321,0,0,89.63210702
NSW,12702,Fairfield,1 Year olds,90.12756517,90.07210205,90.01663894,91.90238491,0,92.40155297,0,0,89.51747088
NSW,12703,Liverpool,1 Year olds,88.8827738,88.8827738,88.60759494,90.80902587,0,90.91909741,0,0,87.78205834
NSW,12801,Cronulla - Miranda - Caringbah,1 Year olds,93.82422803,93.74505146,93.82422803,94.45764054,0,95.09105305,0,0,93.58669834
NSW,12802,Sutherland - Menai - Heathcote,1 Year olds,94.60547504,94.60547504,94.52495974,95.24959742,0,95.24959742,0,0,93.88083736
NSW,90104,Norfolk Island,1 Year olds,NP,NP,NP,NP,NP,NP,NP,NP,NP
NSW,NM,Not mapped,2 Year olds,NP,NP,NP,NP,NP,NP,NP,NP,NP
NSW,10101,Goulburn - Yass,2 Year olds,NP,NP,NP,NP,NP,NP,NP,NP,NP
NSW,10102,Queanbeyan,2 Year olds,94.26966292,96.62921348,94.94382022,96.62921348,94.26966292,95.73033708,96.06741573,94.60674157,93.03370787
NSW,10103,Snowy Mountains,2 Year olds,90.57591623,92.14659686,91.09947644,92.67015707,90.57591623,91.09947644,91.09947644,90.57591623,89.52879581
NSW,10104,South Coast,2 Year olds,87.02531646,91.93037975,87.97468354,92.40506329,87.65822785,89.55696203,89.24050633,87.65822785,85.44303797
NSW,10105,Goulburn - Mulwaree,2 Year olds,92.84210526,97.26315789,93.89473684,97.47368421,93.26315789,96.42105263,97.05263158,93.26315789,91.57894737
NSW,10106,Young - Yass,2 Year olds,92.89340102,95.43147208,93.40101523,95.43147208,92.89340102,94.67005076,94.41624365,92.63959391,91.87817259
NSW,10201,Gosford,2 Year olds,91.88438021,94.60811562,93.10728182,94.83046137,92.27348527,93.38521401,94.21901056,92.38465814,90.82823791
NSW,10202,Wyong,2 Year olds,92.49748238,95.97180262,93.40382679,96.37462236,92.59818731,94.66263847,95.16616314,92.64853978,91.64149043
NSW,10301,Bathurst,2 Year olds,94.2408377,97.20767888,95.11343805,97.38219895,94.58987784,96.85863874,97.20767888,94.93891798,93.89179756
NSW,10302,Lachlan Valley,2 Year olds,92.90030211,96.97885196,94.10876133,97.58308157,93.95770393,95.92145015,96.07250755,93.95770393,92.59818731
NSW,10303,Lithgow - Mudgee,2 Year olds,92.3828125,96.2890625,93.9453125,96.6796875,92.96875,95.1171875,95.8984375,92.7734375,91.9921875
NSW,10304,Orange,2 Year olds,93.45314506,96.53401797,94.09499358,97.04749679,94.22336329,95.63543004,95.89216945,94.22336329,93.06803594
NSW,10401,Clarence Valley,2 Year olds,87.84029038,91.65154265,88.9292196,92.19600726,88.56624319,89.65517241,90.92558984,88.7477314,86.93284936
NSW,10402,Coffs Harbour,2 Year olds,88.20912125,92.21357063,89.54393771,92.43604004,88.87652948,90.32258065,91.10122358,89.3214683,86.87430478
NSW,10501,Bourke - Cobar - Coonamble,2 Year olds,90.33149171,96.40883978,91.98895028,97.79005525,90.8839779,95.5801105,95.5801105,91.16022099,88.12154696
NSW,10502,Broken Hill and Far West,2 Year olds,93.69369369,96.3963964,95.04504505,96.84684685,93.24324324,94.14414414,94.59459459,93.69369369,92.79279279
NSW,10503,Dubbo,2 Year olds,92.94809011,96.86581783,94.12340842,97.74730656,93.0460333,95.10284035,96.08227228,93.43780607,91.96865818
NSW,10601,Lower Hunter,2 Year olds,93.8366718,96.14791988,94.37596302,96.45608629,93.91371341,95.37750385,95.83975347,94.06779661,92.91217257
NSW,10602,Maitland,2 Year olds,95.42097489,97.71048744,95.86410635,97.93205318,95.64254062,97.19350074,97.26735598,95.64254062,94.97784343
NSW,10603,Port Stephens,2 Year olds,91.29814551,94.57917261,92.15406562,95.00713267,91.58345221,93.00998573,93.43794579,91.72610556,90.44222539
NSW,10604,Upper Hunter,2 Year olds,92.51336898,97.86096257,94.9197861,98.6631016,93.31550802,95.72192513,96.52406417,93.5828877,91.17647059
NSW,10701,Dapto - Port Kembla,2 Year olds,91.55509784,95.36560247,92.27600412,95.67456231,91.86405767,93.92378991,94.64469619,92.17301751,90.73120494
NSW,10702,Illawarra Catchment Reserve,2 Year olds,NP,NP,NP,NP,NP,NP,NP,NP,NP
NSW,10703,Kiama - Shellharbour,2 Year olds,92.10526316,95.88815789,92.76315789,96.13486842,92.10526316,94.90131579,95.06578947,92.26973684,91.94078947
NSW,10704,Wollongong,2 Year olds,90.9160893,95.61200924,92.2247883,95.68899153,91.45496536,93.456505,93.68745189,91.53194765,90.14626636
NSW,10801,Great Lakes,2 Year olds,88.17204301,93.90681004,89.60573477,94.26523297,88.53046595,92.47311828,90.68100358,88.88888889,86.37992832
NSW,10802,Kempsey - Nambucca,2 Year olds,87.22222222,92.22222222,88.88888889,92.77777778,88.14814815,90.55555556,92.22222222,88.51851852,86.2962963
NSW,10803,Lord Howe Island,2 Year olds,NP,NP,NP,NP,NP,NP,NP,NP,NP
NSW,10804,Port Macquarie,2 Year olds,90.59139785,94.08602151,92.06989247,94.35483871,90.99462366,93.01075269,93.6827957,91.39784946,89.65053763
NSW,10805,Taree - Gloucester,2 Year olds,90.48507463,94.21641791,91.41791045,94.58955224,90.48507463,92.35074627,92.91044776,90.67164179,88.99253731
NSW,10901,Albury,2 Year olds,89.07242694,92.75730623,90.21601017,93.01143583,89.83481576,91.10546379,91.4866582,89.58068615,87.92884371
NSW,10902,Lower Murray,2 Year olds,90.07092199,92.19858156,90.78014184,92.90780142,90.07092199,92.19858156,92.19858156,90.07092199,89.36170213
NSW,10903,Upper Murray exc. Albury,2 Year olds,95.12761021,96.51972158,95.59164733,96.51972158,95.12761021,95.59164733,95.59164733,95.12761021,95.12761021
NSW,11001,Armidale,2 Year olds,91.16997792,94.4812362,91.83222958,94.70198675,91.83222958,92.93598234,93.37748344,91.39072848,89.84547461
NSW,11002,Inverell - Tenterfield,2 Year olds,91.13300493,94.33497537,91.87192118,94.82758621,91.13300493,94.08866995,94.33497537,91.62561576,90.64039409
NSW,11003,Moree - Narrabri,2 Year olds,93.00291545,97.0845481,95.04373178,97.66763848,93.87755102,96.50145773,96.50145773,93.87755102,92.71137026
NSW,11004,Tamworth - Gunnedah,2 Year olds,93.26568266,96.3099631,94.18819188,96.40221402,93.35793358,94.74169742,95.57195572,93.54243542,92.6199262
NSW,11101,Lake Macquarie - East,2 Year olds,92.55398362,95.60685034,93.52196575,95.75577066,93.0007446,94.71332837,94.56440804,93.14966493,91.73492182
NSW,11102,Lake Macquarie - West,2 Year olds,93.67346939,96.2244898,94.79591837,96.2244898,93.7755102,95.20408163,95.51020408,93.87755102,93.06122449
NSW,11103,Newcastle,2 Year olds,93.71035941,96.77589852,94.34460888,96.98731501,94.18604651,95.66596195,96.08879493,94.23890063,92.86469345
NSW,11201,Richmond Valley - Coastal,2 Year olds,74.32950192,79.31034483,76.62835249,79.56577267,75.73435504,76.11749681,79.05491699,76.11749681,73.05236271
NSW,11202,Richmond Valley - Hinterland,2 Year olds,86.96255201,91.53952843,88.07212205,91.81692094,86.6851595,89.32038835,89.59778086,86.6851595,85.85298197
NSW,11203,Tweed Valley,2 Year olds,82.41525424,86.22881356,83.47457627,86.75847458,82.62711864,84.95762712,86.44067797,82.73305085,81.03813559
NSW,11301,Griffith - Murrumbidgee (West),2 Year olds,91.62640902,96.77938808,93.71980676,96.61835749,92.75362319,95.65217391,95.33011272,92.75362319,90.98228663
NSW,11302,Tumut - Tumbarumba,2 Year olds,86.42857143,93.57142857,87.85714286,92.85714286,86.42857143,90.71428571,90.71428571,86.42857143,85.71428571
NSW,11303,Wagga Wagga,2 Year olds,92.52336449,95.40498442,93.53582555,95.79439252,92.91277259,94.08099688,94.39252336,92.83489097,91.19937695
NSW,11401,Shoalhaven,2 Year olds,89.13857678,93.53932584,91.10486891,93.82022472,89.60674157,91.76029963,92.32209738,89.79400749,87.92134831
NSW,11402,Southern Highlands,2 Year olds,88.8,92.6,89.6,93,88.2,91.6,91.6,89.4,87.4
NSW,11501,Baulkham Hills,2 Year olds,93.10618067,96.67194929,94.2155309,96.75118859,93.10618067,95.32488114,95.80031696,93.50237718,91.67987322
NSW,11502,Dural - Wisemans Ferry,2 Year olds,77.63157895,87.28070175,79.8245614,87.71929825,79.8245614,83.33333333,83.77192982,79.8245614,77.63157895
NSW,11503,Hawkesbury,2 Year olds,91.0652921,94.50171821,92.78350515,95.18900344,91.40893471,93.81443299,93.81443299,91.40893471,90.37800687
NSW,11504,Rouse Hill - McGraths Hill,2 Year olds,95.32338308,97.01492537,95.52238806,97.11442786,95.2238806,96.31840796,96.51741294,95.2238806,94.62686567
NSW,11601,Blacktown,2 Year olds,90.67652075,95.67936327,92.2114838,96.19101762,91.07447413,93.97384878,94.48550313,91.30187607,89.1415577
NSW,11602,Blacktown - North,2 Year olds,95.27590314,97.30051608,95.67288607,97.45930925,95.11710996,96.46685193,96.66534339,95.35529972,94.3231441
NSW,11603,Mount Druitt,2 Year olds,88.67141163,94.60260973,90.68801898,95.55160142,89.44246738,92.40806643,93.06049822,89.56109134,87.36654804
NSW,11701,Botany,2 Year olds,91.76672384,97.25557461,93.48198971,97.08404803,92.79588336,96.22641509,96.39794168,92.79588336,91.0806175
NSW,11702,Marrickville - Sydenham - Petersham,2 Year olds,97.18309859,97.98792757,97.98792757,97.78672032,96.98189135,97.18309859,97.98792757,96.98189135,96.37826962
NSW,11703,Sydney Inner City,2 Year olds,92.09202013,96.11790079,92.37958303,96.18979152,92.30769231,93.60172538,93.96117901,92.45147376,90.79798706
NSW,11801,Eastern Suburbs - North,2 Year olds,91.49689991,96.36846767,92.3826395,96.54561559,91.93976971,94.50841453,94.24269265,92.11691763,89.81399469
NSW,11802,Eastern Suburbs - South,2 Year olds,90.56886228,95.05988024,91.76646707,95.35928144,91.31736527,92.44011976,93.56287425,91.61676647,89.52095808
NSW,11901,Bankstown,2 Year olds,84.72044388,91.67733675,87.53734528,92.87238583,85.87281263,89.07383696,90.39692702,86.04353393,82.88518993
NSW,11902,Canterbury,2 Year olds,88.33551769,94.29882045,90.36697248,94.82306684,88.59764089,92.66055046,92.92267366,89.44954128,86.23853211
NSW,11903,Hurstville,2 Year olds,91.34355275,94.77006312,92.51577998,95.0405771,91.97475203,92.51577998,93.50766456,92.24526601,89.90081154
NSW,11904,Kogarah - Rockdale,2 Year olds,89.17597765,94.55307263,90.78212291,94.83240223,89.45530726,91.82960894,92.80726257,89.73463687,87.70949721
NSW,12001,Canada Bay,2 Year olds,91.89873418,96.96202532,93.03797468,96.70886076,92.02531646,95.06329114,95.3164557,92.02531646,90.88607595
NSW,12002,Leichhardt,2 Year olds,94.36363636,98.36363636,95.27272727,98.54545455,94.18181818,96.90909091,97.27272727,94.18181818,92.72727273
NSW,12003,Strathfield - Burwood - Ashfield,2 Year olds,93.23786794,96.73826571,94.03341289,96.65871122,93.31742243,94.82895784,95.46539379,93.7947494,91.48766905
NSW,12101,Chatswood - Lane Cove,2 Year olds,94.76861167,97.38430584,95.27162978,97.28370221,94.76861167,96.47887324,96.37826962,95.3722334,93.86317907
NSW,12102,Hornsby,2 Year olds,94.00244798,96.4504284,94.73684211,97.0624235,95.10403917,95.59363525,96.20563035,95.34883721,93.63525092
NSW,12103,Ku-ring-gai,2 Year olds,94.75100942,97.71197847,95.15477793,97.84656797,95.42395693,96.36608345,97.03903096,95.42395693,93.4051144
NSW,12104,North Sydney - Mosman,2 Year olds,93.87755102,96.55612245,94.77040816,96.55612245,93.62244898,95.53571429,95.15306122,94.26020408,92.72959184
NSW,12201,Manly,2 Year olds,93.57326478,96.65809769,94.85861183,96.9151671,94.60154242,96.14395887,96.65809769,94.60154242,92.54498715
NSW,12202,Pittwater,2 Year olds,91.57088123,95.21072797,92.14559387,95.40229885,91.76245211,93.8697318,94.44444444,92.14559387,90.8045977
NSW,12203,Warringah,2 Year olds,91.53439153,94.77513228,92.59259259,95.03968254,91.93121693,93.51851852,94.11375661,92.06349206,90.80687831
